,name,rating,types,reviews,salary,jobs,interviews,Locations
3759,SquadStack,3.5,IT Services & Consulting,295,861,19,36,Noida +24 other locations
3760,Ang India,3.7,Consumer Electronics & Appliances,295,932,--,30,Noida +41 other locations
3761,INDIABULLS PHARMACEUTICALS,2.7,Pharma,295,561,--,13,Mumbai +56 other locations
3762,Prepca Eduserv,4.0,EdTech,295,188,--,86,Pune +2 other locations
3763,Hamleys,3.8,Retail,295,669,--,20,Mumbai +44 other locations
3764,Impelsys,3.0,IT Services & Consulting,295,2.4k,19,32,Bengaluru +9 other locations
3765,JMR Infotech,4.1,IT Services & Consulting,295,1.1k,2,35,Bengaluru +11 other locations
3766,Peter England,4.1,Fashion & Textile,295,747,--,9,Bengaluru +120 other locations
3767,Karuna Management Services,3.7,Retail,295,444,11,24,Kolkata +28 other locations
3768,Aditya Birla Memorial Hospital,4.4,Healthcare,294,815,20,22,Pune +11 other locations
3769,Turing,3.0,Analytics & KPO,295,1.6k,16,116,Bengaluru +6 other locations
3770,Stelmec,3.2,Electronics Manufacturing,295,1.4k,1,35,Mumbai +31 other locations
3771,Wartsila,4.1,Ports & Shipping,295,834,146,10,Mumbai +46 other locations
3772,Creative Hands HR Consultancy,4.1,Recruitment,295,210,--,38,Chennai +40 other locations
3773,Doubtnut,3.4,EdTech,294,1.1k,--,39,Gurugram +16 other locations
3774,Solartis Technology Services,3.5,IT Services & Consulting,294,1.9k,--,32,Madurai +3 other locations
3775,Hartek Group,4.1,Engineering & Construction,294,739,45,54,Sahibzada Ajit Singh Nagar +31 other locations
3776,First Flight Couriers,4.5,Logistics,294,488,32,8,Mumbai +71 other locations
3777,Kelly Services,4.2,Recruitment,294,1.2k,--,18,Bengaluru +36 other locations
3778,Onida,3.5,Consumer Electronics & Appliances,294,872,1,10,Mumbai +66 other locations
3779,Diamondpick,3.9,Recruitment,294,1.5k,5,14,Chennai +6 other locations
3780,POSCO MAHARASHTRA STEEL,4.2,Iron & Steel,294,1.3k,--,16,Pune +11 other locations
3781,Diamondpick,3.9,Recruitment,294,1.5k,5,14,Chennai +6 other locations
3782,SHV Energy,3.8,Power,294,1.1k,9,17,Hyderabad +30 other locations
3783,Slr Metaliks,4.1,Iron & Steel,294,1k,--,24,Hosapete +10 other locations
3784,MSPL,4.1,Metals & Mining,294,1.3k,--,31,Hosapete +31 other locations
3785,Fleetx.io,3.4,Logistics,294,1.3k,6,35,Gurugram +30 other locations
3786,Propel Industries,3.6,Industrial Machinery,294,1.6k,23,37,Coimbatore +26 other locations
3787,ATLBattery Technology (India) Private Limited,3.7,Electrical Equipment,294,829,6,58,Bawal +14 other locations
3788,Bhash Software Labs,4.6,Software Product,293,148,--,43,Bengaluru +4 other locations
3789,QDegrees,3.3,Management Consulting,293,1k,10,17,Jaipur +32 other locations
3790,Avanze Technologies,3.6,IT Services & Consulting,293,1.3k,2,35,Bengaluru +4 other locations
3791,Aurigene Oncology Limited,4.2,Biotechnology,293,1.1k,3,16,Bengaluru +5 other locations
3792,Wirtgen India,4.1,Industrial Machinery,293,1.1k,6,18,Pune +28 other locations
3793,Danfoss Power Solutions,3.9,Power,293,1.2k,--,12,Pune +8 other locations
3794,Spectranet,3.7,Telecom,293,1.3k,2,22,Gurugram +11 other locations
3795,Softtek,3.8,IT Services & Consulting,293,1.9k,29,24,Bengaluru +9 other locations
3796,Ketto,4.4,Internet,293,756,12,21,Mumbai +6 other locations
3797,DataTrained,3.4,EdTech,293,489,--,20,Noida +3 other locations
3798,Autodesk,3.9,Software Product,293,3k,6,48,Bengaluru +22 other locations
3799,Efftronics Systems,3.1,Electronics Manufacturing,293,918,19,55,Vijayawada +34 other locations
3800,Autodesk,3.9,Software Product,293,3k,6,48,Bengaluru +22 other locations
3801,Efftronics Systems,3.1,Electronics Manufacturing,293,918,19,55,Vijayawada +34 other locations
3802,BCT Consulting Private Limited,3.9,IT Services & Consulting,293,1.2k,2,41,Chennai +10 other locations
3803,Crescent Foundry,3.8,Industrial Machinery,293,1k,14,35,Kolkata +14 other locations
3804,Perkins,4.3,Engineering & Construction,293,1.1k,--,12,Chhatrapati Sambhajinagar +8 other locations
3805,Meinhardt Group,3.4,Engineering & Construction,292,1.2k,5,13,Bengaluru +34 other locations
3806,Ador Welding,3.9,Industrial Machinery,292,1.1k,1,13,Pune +29 other locations
3807,Nexval Infotech,2.7,IT Services & Consulting,292,966,--,12,Kolkata +8 other locations
3808,Knowledge Splice Services pvt ltd.,3.0,BPO,292,1.3k,1,17,Bengaluru +14 other locations
3809,ERA Group,4.1,Power,292,548,4,6,New Delhi +40 other locations
3810,Verse Innovation,3.4,Internet,292,1.5k,1,32,Bengaluru +16 other locations
3811,Aurangabad Electricals,3.9,Auto Components,292,1k,--,13,Chhatrapati Sambhajinagar +9 other locations
3812,Presto Infosolutions,2.8,Hardware & Networking,292,1.2k,--,18,New Delhi +42 other locations
3813,HyFun Foods,4.2,Food Processing,292,1.2k,7,21,Ahmedabad +20 other locations
3814,ABP Group,3.3,Printing & Publishing,292,1.3k,--,8,Kolkata +20 other locations
3815,Nuclear Power Corporation of India,4.2,Power,292,976,--,31,Mumbai +33 other locations
3816,Keihin Fie,4.3,Auto Components,292,2.6k,--,6,Bengaluru +13 other locations
3817,FCI CCM,4.3,Software Product,292,549,6,32,Noida +8 other locations
3818,The Fern Residency,4.0,Hospitality,292,971,3,9,Mumbai +62 other locations
3819,Thirumalai Chemicals,3.9,Chemicals,292,1.4k,13,22,Ranipet +12 other locations
3820,CPM India Sales & Marketing,4.0,Marketing & Advertising,292,986,3,13,New Delhi +50 other locations
3821,Tablets (India),3.8,Pharma,292,852,51,23,Chennai +49 other locations
3822,Wallace Pharmaceuticals,3.8,Pharma,292,835,2,17,Mumbai +48 other locations
3823,Baoiam Innovations,4.6,EdTech,291,42,--,18,New Delhi +11 other locations
3824,Trackon Courier,3.7,Logistics,292,1k,6,14,New Delhi +68 other locations
3825,Atul Auto,3.8,Automobile,291,1.2k,2,28,Ahmedabad +35 other locations
3826,V2Solutions,2.9,IT Services & Consulting,291,1.3k,8,30,Mumbai +10 other locations
3827,Bony Polymers,3.5,Auto Components,291,1.2k,1,15,Faridabad +14 other locations
3828,Personiv,3.8,BPO,291,1.7k,1,22,Coimbatore +8 other locations
3829,Eye-Q Super Speciality Eye Hospitals,3.4,Healthcare,291,642,7,13,Gurugram +35 other locations
3830,Gemini Solutions,3.3,IT Services & Consulting,291,2.6k,1,38,Gurugram +11 other locations
3831,Hughes Systique Corporation,3.7,Emerging Technologies,291,2.2k,2,41,Gurugram +6 other locations
3832,Tradebulls,2.9,Financial Services,291,1.3k,24,21,Ahmedabad +18 other locations
3833,Outpace Consulting Services,4.6,,291,132,--,78,
3834,Publicis Resources,3.5,Marketing & Advertising,291,1.7k,14,17,Gurugram +10 other locations
3835,DigiTech Call System,2.7,BPO,291,779,--,30,Noida +18 other locations
3836,Apollo Diagnostics,4.1,Healthcare,290,843,--,18,Kolkata +61 other locations
3837,Orient Paper Mill,4.5,Pulp & Paper,290,653,--,19,Shahdol +18 other locations
3838,Bacancy Technology,4.1,IT Services & Consulting,290,1.3k,6,68,Ahmedabad +4 other locations
3839,Delhi Duty Free Services,3.8,Retail,290,1.1k,2,15,New Delhi +9 other locations
3840,Trelleborg,3.8,Industrial Machinery,290,1.6k,11,22,Bengaluru +8 other locations
3841,Nilons Enterprises,3.9,Food Processing,290,913,1,19,Jalgaon +43 other locations
3842,Nature's Basket,3.9,Internet,290,963,--,15,Mumbai +12 other locations
3843,Bharat Dynamics,4.5,Defence & Aerospace,290,691,--,11,Hyderabad +7 other locations
3844,Samarth LifeSciences,3.6,Pharma,290,918,2,21,Mumbai +47 other locations
3845,Automotive Axles,3.9,Auto Components,290,965,--,6,Mysuru +14 other locations
3846,Bandhan KOnnagar,3.3,Non-Profit,290,682,5,22,Kolkata +67 other locations
3847,Wika Instruments India,4.0,Industrial Machinery,290,1.3k,15,23,Pune +15 other locations
3848,Pepe Jeans,4.1,Fashion & Textile,290,889,--,11,Mumbai +59 other locations
3849,Sakata Inx,3.9,Chemicals,290,1.2k,1,15,Bhiwadi +20 other locations
3850,Altera Digital Health,3.0,Software Product,290,1.7k,67,31,Pune +4 other locations
3851,Lee Pharma,3.4,Pharma,290,1.3k,2,18,Hyderabad +9 other locations
3852,Amnex Infotechnologies,3.8,IT Services & Consulting,290,1.2k,9,40,Ahmedabad +23 other locations
3853,LCC Projects,4.3,Engineering & Construction,290,786,9,27,Ahmedabad +44 other locations
3854,Tata Memorial Centre,4.0,Healthcare,290,1.1k,--,8,Mumbai +26 other locations
3855,DRA Homes,4.5,Real Estate,290,347,4,48,Chennai +4 other locations
3856,Sam India Built Well,3.4,Engineering & Construction,290,986,--,18,New Delhi +20 other locations
3857,Emmvee Photovoltaic Power,3.5,Power,290,1.1k,21,20,Bengaluru +14 other locations
3858,Infrastructure Leasing & Financial Services,4.4,Engineering & Construction,289,977,--,5,Mumbai +67 other locations
3859,Hema Engineering Industries,4.0,Auto Components,289,1.1k,--,13,Gurugram +23 other locations
3860,Toyota Tsusho,3.8,Metals & Mining,289,1.5k,6,15,Bengaluru +25 other locations
3861,OnProcess Technology,3.8,Software Product,289,876,--,12,Kolkata +3 other locations
3862,Think Future Technologies,4.5,IT Services & Consulting,289,1.1k,12,55,Gurugram +4 other locations
3863,Transworld Systems,3.1,Financial Services,289,1.4k,10,6,Bengaluru +8 other locations
3864,Gracure Pharmaceuticals,3.4,Pharma,289,1.1k,4,26,Bhiwadi +17 other locations
3865,FOX Solutions,3.8,Industrial Machinery,289,1.2k,15,35,Nashik +19 other locations
3866,Servotech Renewable Power System Ltd.,3.8,Power,289,720,15,29,New Delhi +20 other locations
3867,Locuz Enterprise Solutions,3.7,IT Services & Consulting,289,1.5k,36,23,Hyderabad +20 other locations
3868,Online Legal India,4.5,Other,288,57,--,21,Kolkata +7 other locations
3869,SAVIC Technologies,2.4,IT Services & Consulting,288,1.1k,20,21,Mumbai +18 other locations
3870,Gionee,4.4,Consumer Electronics & Appliances,288,298,--,1,New Delhi +94 other locations
3871,Banswara Syntex,3.8,Fashion & Textile,288,1k,6,9,Banswara +14 other locations
3872,MTAR Technologies,3.9,Industrial Machinery,288,1.2k,15,22,Hyderabad +4 other locations
3873,Calsonic Kansei Motherson Auto Products,4.1,Auto Components,288,1.1k,--,15,Bawal +12 other locations
3874,Munjal Auto Industries,3.6,Auto Components,288,1.1k,--,16,Vadodara +14 other locations
3875,Siegwerk,3.8,Chemicals,288,1k,3,21,Bhiwadi +27 other locations
3876,Consolidated Construction Consortium,4.2,Engineering & Construction,288,776,2,13,Chennai +30 other locations
3877,Imperative Business Ventures,3.7,IT Services & Consulting,288,681,1,13,Pune +8 other locations
3878,Mas Callnet,2.8,BPO,288,860,32,21,Noida +15 other locations
3879,Shriram Chits,3.7,Financial Services,288,693,--,11,Chennai +89 other locations
3880,Pfizer Healthcare india pvt lit,3.9,Pharma,287,1.3k,--,25,Visakhapatnam +16 other locations
3881,Nippon Audiotronix,3.3,Automobile,287,1.2k,--,13,Gurugram +17 other locations
3882,AirAsia,3.5,Aviation,287,1.4k,10,30,Bengaluru +24 other locations
3883,Highbar Technocrat,3.9,IT Services & Consulting,287,1.2k,7,28,Mumbai +16 other locations
3884,Amrita Institute of Medical Sciences and Research,3.8,Healthcare,287,1k,--,8,Kochi +16 other locations
3885,Konica Minolta Business Solutions India Pvt. Ltd.,4.0,Printing & Publishing,287,1.2k,11,35,Gurugram +31 other locations
3886,TowerVision India,4.2,Telecom,287,990,--,16,Gurugram +32 other locations
3887,Ciron Drugs & Pharmaceuticals,3.2,Healthcare,287,1.4k,4,24,Mumbai +12 other locations
3888,Clifford Chance,3.7,Legal,287,1.9k,10,20,Gurugram +7 other locations
3889,ONPASSIVE,2.5,IT Services & Consulting,287,1.4k,--,25,Hyderabad +7 other locations
3890,Home Centre,3.9,Furniture & Furnishing,287,1.2k,--,18,Bengaluru +35 other locations
3891,TourTravelWorld.Com,4.9,Internet,287,2,--,103,New Delhi
3892,Southern Petrochemical Industries Corporation,3.6,Agro Chemicals,287,1.5k,--,24,Thoothukudi +19 other locations
3893,Indira Gandhi International Airport,3.9,Urban Transport,287,808,4,14,New Delhi +9 other locations
3894,Levelshift,3.2,IT Services & Consulting,287,1.5k,7,32,Chennai +4 other locations
3895,J.M Baxi & Co,3.8,Ports & Shipping,287,1.2k,17,18,Mumbai +25 other locations
3896,MosChip Technologies,3.9,Semiconductors,287,1.1k,44,36,Hyderabad +5 other locations
3897,HM Group,4.5,Real Estate,287,415,--,36,Bengaluru +3 other locations
3898,Virtusa Software Services,3.6,IT Services & Consulting,286,2.7k,--,47,Hyderabad +10 other locations
3899,ANI INTEGRATED SERVICES,3.5,Engineering & Construction,286,1k,--,21,Mumbai +64 other locations
3900,Popular Vehicles and Services,3.8,Automobile,286,1.3k,2,9,Chennai +26 other locations
3901,Balajee Group,3.6,Engineering & Construction,286,889,3,14,Mumbai +43 other locations
3902,Property Solutions,3.8,Facility Management Services,286,1.4k,1,7,Mumbai +35 other locations
3903,Rupa,3.7,Fashion & Textile,286,928,5,20,Kolkata +40 other locations
3904,Virtusa Software Services,3.6,IT Services & Consulting,286,2.7k,--,47,Hyderabad +10 other locations
3905,ANI INTEGRATED SERVICES,3.5,Engineering & Construction,286,1k,--,21,Mumbai +64 other locations
3906,Trigyn Technologies,3.8,IT Services & Consulting,286,1.8k,43,28,Mumbai +15 other locations
3907,Ummeed Housing Finance,3.9,Financial Services,286,1.1k,--,12,Gurugram +72 other locations
3908,kipi.ai,3.8,IT Services & Consulting,286,1.4k,--,60,Bengaluru +10 other locations
3909,Vee Healthtek,3.8,BPO,286,1.4k,72,11,Chennai +12 other locations
3910,Ribbon Communication,3.8,Hardware & Networking,285,1.6k,--,31,Bengaluru +18 other locations
3911,SMR Automotive Systems India,3.7,Auto Components,285,1.2k,--,9,Chennai +19 other locations
3912,Arrow Electronics,4.2,Electronics Manufacturing,285,1.5k,9,82,Bengaluru +8 other locations
3913,Borgwarner Emission System,3.8,Auto Components,285,1.5k,--,13,Bengaluru +13 other locations
3914,360 Degree Cloud Technologies,3.8,IT Services & Consulting,285,1.5k,41,75,Noida +12 other locations
3915,OSB India,3.6,Financial Services,285,1.1k,10,34,Bengaluru +4 other locations
3916,Embitel Technologies,4.0,IT Services & Consulting,285,2.2k,13,39,Bengaluru +4 other locations
3917,National Institute for Smart Government,3.6,Management Consulting,285,1.7k,84,30,New Delhi +37 other locations
3918,Dotsquares,2.7,IT Services & Consulting,285,2.2k,14,33,Jaipur +8 other locations
3919,Black Box Limited,2.8,IT Services & Consulting,285,1.8k,93,24,Bengaluru +17 other locations
3920,Msi Services,4.0,IT Services & Consulting,285,962,12,55,Bengaluru +7 other locations
3921,Black Box Limited,2.8,IT Services & Consulting,285,1.8k,93,24,Bengaluru +17 other locations
3922,Easy Home Finance,4.4,FinTech,285,496,10,43,Mumbai +55 other locations
3923,Quantzig,4.6,Analytics & KPO,284,373,1,6,Bengaluru +4 other locations
3924,ICICI Direct,3.8,Financial Services,284,1.3k,--,28,Mumbai +65 other locations
3925,Jetking Infotrain,3.7,Education & Training,284,856,7,13,Mumbai +53 other locations
3926,Origo Commodities,3.5,Agriculture,284,842,3,15,Gurugram +57 other locations
3927,Pitambari Products,4.2,FMCG,284,998,--,11,Mumbai +51 other locations
3928,Elcamino Software,3.2,BPO,284,896,3,24,Bengaluru +7 other locations
3929,Anand Rathi Share and Stock Brokers Ltd,3.4,Financial Services,284,2k,99,25,Mumbai +47 other locations
3930,Total Environment Building Systems,4.0,Real Estate,284,1.5k,13,18,Bengaluru +6 other locations
3931,Gap,3.6,Retail,284,2k,32,35,Hyderabad +25 other locations
3932,Worldline Global Services,3.8,IT Services & Consulting,284,1.9k,2,26,Pune +15 other locations
3933,Massmutual Global Business Services,3.9,IT Services & Consulting,284,1.7k,29,9,Hyderabad +2 other locations
3934,Amartex Industries,3.4,Fashion & Textile,283,323,15,12,Panchkula +18 other locations
3935,Rimjhim Ispat,3.4,Iron & Steel,283,763,4,12,Angul +22 other locations
3936,Meghalaya Cements,4.1,Building Material,283,989,--,26,Guwahati +14 other locations
3937,Ajio Business,3.7,Fashion & Textile,283,565,--,16,Bengaluru +110 other locations
3938,PurpleTalk,3.7,IT Services & Consulting,283,1.6k,3,29,Hyderabad +6 other locations
3939,Kaleesuwari Refinery,3.9,Food Processing,283,1k,7,13,Chennai +44 other locations
3940,INDIAN PUBLIC SCHOOL,3.8,Education & Training,283,1.1k,10,21,Chennai +43 other locations
3941,PurpleTalk,3.7,IT Services & Consulting,283,1.6k,3,29,Hyderabad +6 other locations
3942,Kaleesuwari Refinery,3.9,Food Processing,283,1k,7,13,Chennai +44 other locations
3943,Emerald Jewel Industry India,3.7,Jewellery,283,1.5k,--,20,Coimbatore +14 other locations
3944,Omkar Realtors & Developers,3.7,Real Estate,282,910,--,8,Mumbai +13 other locations
3945,Toyota Material Handling,3.7,Industrial Machinery,282,1.1k,--,15,Gurugram +34 other locations
3946,LM Wind Power,3.9,Power,282,1.2k,--,16,Bengaluru +10 other locations
3947,Lumax Auto Technologies Ltd,4.2,Auto Components,282,1.2k,--,14,Pune +19 other locations
3948,Chakr Innovation,3.7,Industrial Machinery,282,919,5,43,Gurugram +7 other locations
3949,Gautam Solar,3.9,Power,282,715,--,28,New Delhi +18 other locations
3950,InnovationM,3.8,IT Services & Consulting,282,818,13,31,Noida +7 other locations
3951,Tommy Hilfiger,3.9,Fashion & Textile,282,803,--,17,Bengaluru +45 other locations
3952,Shyam Indus Power Solutions,3.7,Power,282,963,12,23,New Delhi +36 other locations
3953,Mantra Technologies,3.7,IT Services & Consulting,282,800,--,34,Hyderabad +10 other locations
3954,Ambey Mining,3.4,Metals & Mining,282,934,14,39,Durgapur +26 other locations
3955,Ahana Systems & Solutions,3.8,IT Services & Consulting,282,1.5k,6,24,Bengaluru +19 other locations
3956,MetroTelworks,3.6,Telecom,281,798,--,16,Ahmedabad +32 other locations
3957,Jbm Auto Components,3.8,Auto Components,281,1.2k,--,29,Chennai +37 other locations
3958,STYLAM Industries,3.4,Engineering & Construction,281,1.2k,8,16,Chandigarh +34 other locations
3959,AvenData GmbH,4.0,IT Services & Consulting,281,609,--,55,Mumbai +3 other locations
3960,AvenData GmbH,4.0,IT Services & Consulting,281,609,--,55,Mumbai +3 other locations
3961,Sonata Finance,3.9,Financial Services,281,724,--,16,Lucknow +76 other locations
3962,CloudFoundation,4.8,,281,166,3,1,
3963,Veer-O-- Metals,4.2,Industrial Machinery,281,1.2k,--,17,Bengaluru +8 other locations
3964,STYLAM Industries,3.4,Engineering & Construction,281,1.2k,8,16,Chandigarh +34 other locations
3965,Gupshup,2.8,IT Services & Consulting,281,2k,--,35,Mumbai +12 other locations
3966,Microsense,3.6,IT Services & Consulting,281,1k,--,22,Chennai +31 other locations
3967,Hindustan Latex Family Planning Promotion Trust,3.6,Healthcare,281,628,28,10,Noida +68 other locations
3968,Mindfire Solutions,4.0,IT Services & Consulting,281,1.6k,5,47,Bhubaneswar +7 other locations
3969,Rochem Separation Systems,3.6,Industrial Machinery,281,1.2k,16,19,Mumbai +28 other locations
3970,Adani Solar,3.6,Power,281,1k,--,36,Mundra +18 other locations
3971,HDFC Credila Financial Services,3.6,Financial Services,281,1.4k,6,17,Mumbai +32 other locations
